projectName,oshwaUid,hardwareLicense,softwareLicense,documentationLicense,status,notes
SparkFun 6 Degrees of Freedom Breakout - LSM6DSO (Qwiic),US002215,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun 6DoF IMU Breakout - ISM330DHCX (Qwiic),US002288,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun 6DoF IMU Breakout - LSM6DSV16X (Qwiic),US002349,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun 7-Segment Serial Display - Blue,US001029,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun 7-Segment Serial Display - Red,US001028,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun 7-Segment Serial Display - White,US001026,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun 9DoF IMU Breakout - ICM-20948 (Qwiic),US000770,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
"SparkFun 9DoF IMU Breakout - ISM330DHCX, MMC5983MA (Qwiic)",US002294,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun 9DoF IMU Breakout - LSM9DS1,US000021,Other,Other,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
SparkFun 9DoF Sensor Stick,US000033,Other,Other,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
SparkFun 9DoF Sensor Stick,US000906,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Absolute Digital Barometer - LPS28DFW (Qwiic),US002317,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Adjustable LiPo Charger,US002376,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Air Quality Breakout - CCS811,US000877,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Air Quality Sensor - SGP30 (Qwiic),US000715,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Air Quality Sensor - SGP40 (Qwiic),US002218,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Air Velocity Sensor Breakout - FS3000-1005 (Qwiic),US002237,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Air Velocity Sensor Breakout - FS3000-1015 (Qwiic),US002308,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Air Velocity Sensor Breakout - FS3000-1015 (Qwiic),US002307,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Altitude/Pressure Sensor Breakout - MPL3115A2,US001023,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Ambient Light Sensor - VEML6030 (Qwiic),US000767,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Analog MEMS Microphone Breakout - ICS-40180,US002208,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Analog MEMS Microphone Breakout - SPH8878LR5H-1,US002269,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Analog MEMS Microphone Breakout - VM2020,US002331,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Arduino ProtoShield - Bare PCB,US000830,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Ardumoto - Motor Driver Shield,US000879,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Artemis Development Kit,US000694,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Artemis Module,US000162,CERN,GPL,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun AST-CAN485 Dev Board,US000839,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun AST-CAN485 I/O Shield (24V),US000789,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun AST-CAN485 WiFi Shield,US000788,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Atmospheric Sensor Breakout - BME280,US000932,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Atmospheric Sensor Breakout - BME280 (Qwiic),US000761,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Atmospheric Sensor Breakout - BME280 (with Headers),US002270,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun ATX Power Connector Breakout Board,US000750,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Audio Bluetooth Breakout - RN-52,US000958,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Audio Codec Breakout - WM8960 (Qwiic),US002328,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Auto pHAT for Raspberry Pi,US000721,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun AutoDriver - Stepper Motor Driver (v13),US000905,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun AzureWave Thing Plus - AW-CU488,US002304,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun BabyBuck Regulator Breakout - 3.3V (AP63203),US002227,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun BabyBuck Regulator Breakout - 5V (AP63357),US002330,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Basic Flashlight Soldering Kit,US000814,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Battery Babysitter - LiPo Battery Manager,US000912,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun BeagleBone Black Proto Cape,US000995,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Beefcake Relay Control Kit (Ver. 2.0),US000913,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Beefy 3 - FTDI Basic Breakout,US000921,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Benchtop Power Board Kit,US000975,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Big Red Box Proto Board,US000951,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Bluetooth Mate Silver,US001003,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Bluetooth Modem - BlueSMiRF Gold,US001013,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Bluetooth Modem - BlueSMiRF Silver,US001010,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Blynk Board - ESP8266,US000917,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Breadboard Power Supply Stick - 3.3V/1.8V,US000962,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Breadboard Power Supply Stick - 5V/3.3V,US000961,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Breadboard Power Supply Stick - 5V/3.3V (with Headers),US002315,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Brushless Motor Driver - 3-Phase (TMC6300),US002345,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Buck Regulator Breakout - 1.8V (AP3429A),US002343,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Buck Regulator Breakout - 3.3V (AP3429A),US002344,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Buck Regulator Breakout - 3.3V (AP63203),US002228,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Buck Regulator Breakout - 5V (AP63357),US002329,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Buck-Boost Converter,US000777,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Capacitive Touch Breakout - AT42QT1010,US001009,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Capacitive Touch Breakout - AT42QT1011,US000842,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Capacitve Touch Slider - CAP1203 (Qwiic),US002365,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Clock Generator Breakout - 5P49V60 (Qwiic),US000731,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Configurable OpAmp Board - TSH82,US000812,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Coulomb Counter Breakout - LTC4150,US000977,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Cryptographic Co-Processor Breakout - ATECC508A (Qwiic),US000749,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Cryptographic Co-Processor Breakout - ATECC608A (Qwiic),US000748,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Cryptographic Co-Processor Breakout - ATECC608A (Qwiic),US002214,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Current Sensor Breakout - ACS723,US000873,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Current Sensor Breakout - INA169,US001012,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun DataLogger IoT - 9DoF (revoked),US002346,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Decade Resistance Box,US000971,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Decade Resistance Box,US000044,Other,No software,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
SparkFun Differential I2C Breakout - PCA9615 (Qwiic),US000828,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Digital Temperature Sensor - TMP102 (Qwiic),US000724,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Digital Temperature Sensor Breakout - AS6212 (Qwiic),US002234,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Digital Temperature Sensor Breakout - TMP102,US000890,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
"SparkFun Distance Sensor - 1.3 Meter, VL53L4CD (Qwiic)",US002262,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
"SparkFun Distance Sensor Breakout - 4 Meter, VL53L1X (Qwiic)",US000821,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Edge Development Board - Apollo3 Blue,US000785,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun EL Escudo Dos,US001038,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun EL Sequencer,US000927,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun EL Sequencer,US000040,Other,Other,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
SparkFun Electret Microphone Breakout,US000034,Other,Other,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
SparkFun Environmental Combo Breakout - CCS811/BME280 (Qwiic),US000864,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Environmental Sensor - BME688 (Qwiic),US002276,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Environmental Sensor Breakout - BME680 (Qwiic),US000716,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun ESP32 Thing,US000899,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun ESP32 Thing Motion Shield,US000850,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun ESP32 Thing Plus DMX to LED Shield,US002367,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun ESP32 Thing Power Control Shield,US000868,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun ESP8266 Thing,US000025,Other,MIT,CC BY-SA,cannot_assess,Hardware license is 'Other' - cannot verify compatibility
SparkFun ESP8266 Thing,US000952,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun ESP8266 Thing - Dev Board (with Headers),US002377,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
"SparkFun Flexible Grayscale OLED Breakout - 1.81""",US000874,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun FM Tuner Basic Breakout - Si4703,US001036,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun FM Tuner Evaluation Board - Si4703,US000941,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun FT231X Breakout,US000904,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun FTDI Basic Breakout - 3.3V,US001049,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun FTDI Basic Breakout - 5V,US001048,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun Fuse Breakout Board,US000751,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun gator:bit,US000831,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun gator:color ProtoSnap,US002370,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun gator:control ProtoSnap,US002371,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun gator:environment - micro:bit Accessory Board,US000771,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun gator:log - micro:bit Accessory Board,US000756,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun gator:microphone - micro:bit Accessory Board,US000772,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun gator:particle - micro:bit Accessory Board,US002364,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun gator:RTC - micro:bit Accessory Board,US002361,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
SparkFun gator:soil - micro:bit Accessory Board,US000773,CERN,MIT,CC BY-SA,compatible,Legacy hardware license (CERN) - consider updating to CERN-OHL-2.0 family
